input,gold_hard,llm_soft,llm_hard
"resident evil isn't a product of its cinematic predecessors so much as an mtv , sugar hysteria , and playstation cocktail . 
",negative,"[{' negative': 0.0, ' positive': -16.934853, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"apparently , romantic comedy with a fresh point of view just doesn't figure in the present hollywood program . 
",negative,"[{' negative': 0.0, ' positive': -18.332998, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a bold and subversive film that cuts across the grain of what is popular and powerful in this high-tech age , speaking its truths with spellbinding imagery and the entrancing music of philip glass . 
",positive,"[{' positive': 0.0, ' negative': -16.819176, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the film's lack of personality permeates all its aspects  from the tv movie-esque , affected child acting to the dullest irish pub scenes ever filmed . 
",negative,"[{' negative': 0.0, ' positive': -17.861603, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"shamelessly sappy and , worse , runs away from its own provocative theme . 
",negative,"[{' negative': 0.0, ' positive': -19.069366, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"scherfig , who has had a successful career in tv , tackles more than she can handle . 
",negative,"[{' negative': 0.0, ' positive': -17.94728, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"much like its easily dismissive take on the upscale lifestyle , there isn't much there here . 
",negative,"[{' negative': 0.0, ' positive': -18.152298, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a whole lot foul , freaky and funny . 
",positive,"[{' positive': -0.040102497, ' negative': -3.2363, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the notion of deleting emotion from people , even in an advanced prozac nation , is so insanely dysfunctional that the rampantly designed equilibrium becomes a concept doofus . 
",negative,"[{' negative': 0.0, ' positive': -16.700462, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"there are flaws , but also stretches of impact and moments of awe ; we're wrapped up in the characters , how they make their choices , and why . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.214203, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"godard uses his characters -- if that's not too glorified a term -- as art things , mouthpieces , visual motifs , blanks . 
",negative,"[{' negative': -2.1051823e-05, ' positive': -10.766188, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time . 
",positive,"[{' positive': 0.0, ' negative': -16.96678, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"passions , obsessions , and loneliest dark spots are pushed to their most virtuous limits , lending the narrative an unusually surreal tone . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.367569, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the movie is about as humorous as watching your favorite pet get buried alive . 
",negative,"[{' negative': 0.0, ' positive': -18.6817, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a dopey movie clothed in excess layers of hipness . 
",negative,"[{' negative': 0.0, ' positive': -18.103073, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true . 
",positive,"[{' positive': 0.0, ' negative': -18.246832, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"all in all , there's only one thing to root for : expulsion for everyone . 
",negative,"[{' negative': 0.0, ' positive': -16.69631, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a riveting documentary . 
",positive,"[{' positive': 0.0, ' negative': -18.368736, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters
",positive,"[{' positive': -6.827632e-08, ' negative': -16.34208, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"high on melodrama . but it's emotionally engrossing , too , thanks to strong , credible performances from the whole cast . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.949707, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"this is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative . mr . scorsese's bravery and integrity in advancing this vision can hardly be underestimated . 
",positive,"[{' positive': 0.0, ' negative': -16.68052, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian . 
",negative,"[{' negative': 0.0, ' positive': -18.85038, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"it sends you away a believer again and quite cheered at just that . 
",positive,"[{' positive': 0.0, ' negative': -17.804419, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a surprisingly flat retread , hobbled by half-baked setups and sluggish pacing . 
",negative,"[{' negative': 0.0, ' positive': -19.086891, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"[reno] delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.838691, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"quite funny for the type of movie it is . . . 
",positive,"[{' positive': 0.0, ' negative': -17.064919, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"like a skillful fisher , the director uses the last act to reel in the audience since its poignancy hooks us completely . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.405838, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a study in shades of gray , offering itself up in subtle plot maneuvers . . . 
",positive,"[{' positive': -4.8949474e-05, ' negative': -9.923152, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"an inuit masterpiece that will give you goosebumps as its uncanny tale of love , communal discord , and justice unfolds . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.485733, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a moving story of determination and the human spirit . 
",positive,"[{' positive': 0.0, ' negative': -18.889465, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"couldn't someone take rob schneider and have him switch bodies with a funny person ? 
",negative,"[{' negative': -2.2159093e-06, ' positive': -13.021677, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"like the series , the movie is funny , smart , visually inventive , and most of all , alive . 
",positive,"[{' positive': 0.0, ' negative': -17.621841, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"more dutiful than enchanting . . . terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat . 
",negative,"[{' negative': 0.0, ' positive': -17.220932, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"time out is as serious as a pink slip . and more than that , it's an observant , unfussily poetic meditation about identity and alienation . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.5551605, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"skip this dreck , rent animal house and go back to the source . 
",negative,"[{' negative': -3.357061e-05, ' positive': -10.300997, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"will undoubtedly play well in european markets , where mr . besson is a brand name , and in asia , where ms . shu is an institution , but american audiences will probably find it familiar and insufficiently cathartic . 
",negative,"[{' negative': -4.277735e-07, ' positive': -14.685729, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"is "" ballistic "" worth the price of admission ? absolutely not . it sucked . would i see it again ? please see previous answer . 
",negative,"[{' negative': 0.0, ' positive': -17.842382, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"'synthetic' is the best description of this well-meaning , beautifully produced film that sacrifices its promise for a high-powered star pedigree . 
",negative,"[{' negative': -4.4818075e-06, ' positive': -12.310291, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the script covers huge , heavy topics in a bland , surfacey way that doesn't offer any insight into why , for instance , good things happen to bad people . 
",negative,"[{' negative': 0.0, ' positive': -18.602272, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"to imagine the life of harry potter as a martial arts adventure told by a lobotomized woody allen is to have some idea of the fate that lies in store for moviegoers lured to the mediocrity that is kung pow : enter the fist . 
",negative,"[{' negative': 0.0, ' positive': -19.346457, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"once folks started hanging out at the barbershop , they never wanted to leave . chances are you won't , either . 
",positive,"[{' positive': 0.0, ' negative': -17.21128, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.741478, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"sad to say -- it accurately reflects the rage and alienation that fuels the self-destructiveness of many young people . 
",positive,"[{' negative': -6.827632e-08, ' positive': -15.981331, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"though it's equally solipsistic in tone , the movie has enough vitality to justify the notion of creating a screen adaptation of evans' saga of hollywood excess . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.255104, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the slapstick is labored , and the bigger setpieces flat . 
",negative,"[{' negative': 0.0, ' positive': -19.128485, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"this is a movie where the most notable observation is how long you've been sitting still . 
",negative,"[{' negative': -6.6619094e-07, ' positive': -14.233298, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"circuit queens won't learn a thing , they'll be too busy cursing the film's strategically placed white sheets . 
",negative,"[{' negative': 0.0, ' positive': -16.823502, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"read my lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love . 
",positive,"[{' positive': 0.0, ' negative': -16.98143, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"[sam's] self-flagellation is more depressing than entertaining . 
",negative,"[{' negative': 0.0, ' positive': -17.861366, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the fast runner' transports the viewer into an unusual space
",positive,"[{' positive': -1.8841804e-07, ' negative': -15.22654, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the performances are uniformly good . 
",positive,"[{' positive': 0.0, ' negative': -17.990637, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"if the man from elysian fields is doomed by its smallness , it is also elevated by it--the kind of movie that you enjoy more because you're one of the lucky few who sought it out . 
",positive,"[{' positive': 0.0, ' negative': -17.183174, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"showtime is one of the hapless victims of the arrogant "" if we put together a wry white man and a chatty black man and give them guns , the movie will be funny "" syndrome . 
",negative,"[{' negative': 0.0, ' positive': -18.511374, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"glizty but formulaic and silly . . . cagney's 'top of the world' has been replaced by the bottom of the barrel . 
",negative,"[{' negative': 0.0, ' positive': -18.849806, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"while the ensemble player who gained notice in guy ritchie's lock , stock and two smoking barrels and snatch has the bod , he's unlikely to become a household name on the basis of his first starring vehicle . 
",negative,"[{' negative': 0.0, ' positive': -17.878431, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"features what is surely the funniest and most accurate depiction of writer's block ever . 
",positive,"[{' positive': 0.0, ' negative': -17.44467, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"works because reno doesn't become smug or sanctimonious towards the audience . 
",positive,"[{' positive': -3.076318e-07, ' negative': -14.880692, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull . 
",negative,"[{' negative': 0.0, ' positive': -18.313818, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"canada's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the inuit people . 
",positive,"[{' positive': 0.0, ' negative': -17.36007, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"if you haven't seen the film lately , you may be surprised at the variety of tones in spielberg's work . much of it is funny , but there are also some startling , surrealistic moments . . . 
",positive,"[{' positive': 0.0, ' negative': -16.91944, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"instead of a hyperbolic beat-charged urban western , it's an unpretentious , sociologically pointed slice of life . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.977547, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it's fascinating to see how bettany and mcdowell play off each other . 
",positive,"[{' positive': 0.0, ' negative': -18.083845, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"so faithful to the doldrums of the not-quite-urban , not-quite-suburban milieu as to have viewers recoiling from the reality check . 
",negative,"[{' negative': 0.0, ' positive': -17.810364, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"illuminating if overly talky documentary . 
",positive,"[{' positive': -2.2159093e-06, ' negative': -12.98594, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the strength of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife . 
",positive,"[{' positive': 0.0, ' negative': -16.93959, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . 
",positive,"[{' positive': 0.0, ' negative': -16.921614, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the problems of the people in love in the time of money are hardly specific to their era . they just have problems , which are neither original nor are presented in convincing way . 
",negative,"[{' negative': -3.076318e-07, ' positive': -14.932929, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"daring and beautifully made . 
",positive,"[{' positive': 0.0, ' negative': -17.414436, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a dreadful live-action movie . 
",negative,"[{' negative': 0.0, ' positive': -19.297455, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
" . . . instead go rent "" shakes the clown "" , a much funnier film with a similar theme and an equally great robin williams performance . 
",negative,"[{' positive': -6.9861335e-06, ' negative': -11.865706, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"lawrence plumbs personal tragedy and also the human comedy . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.51622, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"characters wander into predictably treacherous situations even though they should know better . 
",negative,"[{' negative': 0.0, ' positive': -18.277206, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"you can fire a torpedo through some of clancy's holes , and the scripters don't deserve any oscars . but the nerve-raked acting , the crackle of lines , the impressive stagings of hardware , make for some robust and scary entertainment . 
",positive,"[{' positive': -1.6207987e-06, ' negative': -13.30932, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"what could have been a neat little story about believing in yourself is swamped by heavy-handed melodrama . 
",negative,"[{' negative': 0.0, ' positive': -18.583984, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"this is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style . 
",positive,"[{' positive': 0.0, ' negative': -17.970139, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"an entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots . 
",negative,"[{' negative': 0.0, ' positive': -18.851303, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away . 
",positive,"[{' positive': 0.0, ' negative': -17.60212, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"what the four feathers lacks is genuine sweep or feeling or even a character worth caring about . 
",negative,"[{' negative': 0.0, ' positive': -19.750885, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"it's a talking head documentary , but a great one . 
",positive,"[{' positive': 0.0, ' negative': -17.639242, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"i could have used my two hours better watching being john malkovich again . 
",negative,"[{' negative': -6.827632e-08, ' positive': -16.168259, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers . 
",positive,"[{' negative': -6.827632e-08, ' positive': -16.526146, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"blanchett's performance confirms her power once again . 
",positive,"[{' positive': 0.0, ' negative': -16.653992, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"national lampoon's van wilder could be the worst thing to come out of national lampoon since class reunion
",negative,"[{' negative': 0.0, ' positive': -16.757057, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the film's essentially over by the meet-cute . 
",negative,"[{' negative': 0.0, ' positive': -17.837982, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"spectacular in every sense of the word , even if you don' t know an orc from a uruk-hai . 
",positive,"[{' positive': 0.0, ' negative': -18.046837, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"what makes the movie a comedy is the way it avoids the more serious emotions involved . 
",positive,"[{' positive': -1.37819625e-05, ' negative': -11.192571, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"leave it to the french to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama . 
",positive,"[{' positive': -4.277735e-07, ' negative': -14.49086, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"cage makes an unusual but pleasantly haunting debut behind the camera . 
",positive,"[{' positive': 0.0, ' negative': -16.648293, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"most folks with a real stake in the american sexual landscape will find it either moderately amusing or just plain irrelevant . 
",negative,"[{' negative': -0.21072781, ' positive': -1.6607018, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"leaping from one arresting image to another , songs from the second floor has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time . 
",positive,"[{' positive': 0.0, ' negative': -17.237745, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"robin williams departs from his fun friendly demeanor in exchange for a darker unnerving role . 
",negative,"[{' negative': -1.8841804e-07, ' positive': -15.201622, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot . 
",negative,"[{' negative': 0.0, ' positive': -17.055191, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"denzel washington's efforts are sunk by all the sanctimony . 
",negative,"[{' negative': 0.0, ' positive': -17.097878, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"every sequel you skip will be two hours gained . consider this review life-affirming . 
",negative,"[{' positive': -6.827632e-08, ' negative': -15.743385, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . 
",positive,"[{' positive': 0.0, ' negative': -18.108124, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it's badly acted , blandly directed , and could have been scripted by someone who just graduated from elementary school . 
",negative,"[{' negative': 0.0, ' positive': -18.776976, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory . 
",positive,"[{' positive': -0.060563453, ' negative': -2.8341913, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a sensitive , moving , brilliantly constructed work . 
",positive,"[{' positive': 0.0, ' negative': -18.081297, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"challenging , intermittently engrossing and unflaggingly creative . but it's too long and too convoluted and it ends in a muddle . 
",positive,"[{' negative': -4.838501e-06, ' positive': -12.225163, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a sexy , peculiar and always entertaining costume drama set in renaissance spain , and the fact that it's based on true events somehow makes it all the more compelling . 
",positive,"[{' positive': 0.0, ' negative': -18.087708, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show . 
",negative,"[{' negative': 0.0, ' positive': -18.631002, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"it's lost the politics and the social observation and become just another situation romance about a couple of saps stuck in an inarticulate screenplay . 
",negative,"[{' negative': 0.0, ' positive': -19.347557, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"pacino and williams seem to keep upping the ante on each other , just as their characters do in the film . what results is the best performance from either in years . 
",positive,"[{' positive': 0.0, ' negative': -18.100533, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"rumor , a muddled drama about coming to terms with death , feels impersonal , almost generic . 
",negative,"[{' negative': 0.0, ' positive': -18.938032, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the visuals alone make metropolis worth seeing . 
",positive,"[{' positive': 0.0, ' negative': -18.909843, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"you won't like roger , but you will quickly recognize him . and that's a big part of why we go to the movies . 
",positive,"[{' positive': -3.076318e-07, ' negative': -14.84584, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"there's no real reason to see it , and no real reason not to . 
",negative,"[{' negative': -0.62023306, ' positive': -0.7717987, ' Neutral': -87.16227, '!': -87.33654, '""': -87.33654}]", negative
"[a] slummer . 
",negative,"[{' negative': -1.9765537e-06, ' positive': -13.107934, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"an incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.38552, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"if you're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.400497, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"[d]oesn't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . 
",positive,"[{' positive': -3.237946e-05, ' negative': -10.33774, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"talk to her is not the perfect movie many have made it out to be , but it's still quite worth seeing . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.802437, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"an already thin story boils down to surviving invaders seeking an existent anti-virus . if only there were one for this kind of movie . 
",negative,"[{' negative': 0.0, ' positive': -17.174833, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"it takes this never-ending confusion and hatred , puts a human face on it , evokes shame among all who are party to it and even promotes understanding . 
",positive,"[{' positive': -6.6619094e-07, ' negative': -14.208786, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the cast is uniformly excellent . . . but the film itself is merely mildly charming . 
",negative,"[{' negative': -0.049667742, ' positive': -3.0271304, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"without non-stop techno or the existential overtones of a kieslowski morality tale , maelström is just another winter sleepers . 
",negative,"[{' negative': -0.047000803, ' positive': -3.0809975, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a period story about a catholic boy who tries to help a jewish friend get into heaven by sending the audience straight to hell . 
",negative,"[{' negative': -9.055464e-07, ' positive': -13.891121, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"stephen rea , aidan quinn , and alan bates play desmond's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , 'tis . 
",positive,"[{' positive': -3.076318e-07, ' negative': -15.013054, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it's no lie -- big fat liar is a real charmer . 
",positive,"[{' positive': 0.0, ' negative': -17.198957, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos . 
",negative,"[{' positive': -3.2855354e-05, ' negative': -10.321413, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"were dylan thomas alive to witness first-time director ethan hawke's strained chelsea walls , he might have been tempted to change his landmark poem to , 'do not go gentle into that good theatre . '
",negative,"[{' negative': -1.022884e-06, ' positive': -13.798003, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the truth is that the truth about charlie gets increasingly tiresome . 
",negative,"[{' negative': 0.0, ' positive': -18.186811, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"death might be a release . 
",negative,"[{' positive': -0.08596013, ' negative': -2.4965434, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the first shocking thing about sorority boys is that it's actually watchable . even more baffling is that it's funny . 
",positive,"[{' positive': -1.6207987e-06, ' negative': -13.295884, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it's never dull and always looks good . 
",positive,"[{' positive': 0.0, ' negative': -18.542723, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"so-so entertainment . 
",negative,"[{' negative': -6.6829845e-05, ' positive': -9.6122875, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"one of the greatest films i've ever seen . 
",positive,"[{' positive': 0.0, ' negative': -18.00418, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.426346, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"[shyamalan] continues to cut a swathe through mainstream hollywood , while retaining an integrity and refusing to compromise his vision . 
",positive,"[{' positive': -1.8841804e-07, ' negative': -15.531646, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it looks closely , insightfully at fragile , complex relationships . 
",positive,"[{' positive': 0.0, ' negative': -18.104904, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"e . t . works because its flabbergasting principals , 14-year-old robert macnaughton , 6-year-old drew barrymore and 10-year-old henry thomas , convince us of the existence of the wise , wizened visitor from a faraway planet . 
",positive,"[{' positive': 0.0, ' negative': -16.776459, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"but this is not a movie about an inhuman monster ; it's about a very human one . 
",positive,"[{' positive': -0.00028269706, ' negative': -8.17115, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . 
",positive,"[{' positive': -1.022884e-06, ' negative': -13.712432, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"moderately involving despite bargain-basement photography and hackneyed romance . 
",negative,"[{' negative': -0.00041733152, ' positive': -7.7817435, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"britney's performance cannot be faulted . lucy's a dull girl , that's all . 
",negative,"[{' positive': -3.023464e-05, ' negative': -10.404197, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the whole cast looks to be having so much fun with the slapstick antics and silly street patois , tossing around obscure expressions like bellini and mullinski , that the compact 86 minutes breezes by . 
",positive,"[{' positive': 0.0, ' negative': -17.136198, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it's pretty linear and only makeup-deep , but bogdanovich ties it together with efficiency and an affection for the period . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.556694, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the film has an infectious enthusiasm and we're touched by the film's conviction that all life centered on that place , that time and that sport . 
",positive,"[{' positive': 0.0, ' negative': -17.750824, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"theology aside , why put someone who ultimately doesn't learn at the center of a kids' story ? 
",negative,"[{' negative': 0.0, ' positive': -18.596418, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the movie is a trove of delights . 
",positive,"[{' positive': 0.0, ' negative': -18.217552, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
