input,gold_hard,llm_soft,llm_hard
the 6610 has the radio function which is utterly useless .,negative,"[{'negative': -6.827632e-08, 'positive': -15.755019, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"the pictures are razor-sharp , even in macro .",positive,"[{'positive': 0.0, 'negative': -18.249443, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
all in all it hasn 't been a bad product .,positive,"[{'positive': -6.827632e-08, 'negative': -15.601982, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"this dvd player plays raw mpeg2 and mpeg1 videos , jpeg , wma , cmdr / cadre / dvd / dvd , and of course plays dvd movies from uk . i love the giff , progressive scan feature .",positive,"[{'positive': 0.0, 'negative': -16.856688, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the back of the player is nice too , with water ripples inside the clear white coating .",positive,"[{'positive': 0.0, 'negative': -17.953085, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
best of all the wmas ( i have a lot of them ) sound great .,positive,"[{'positive': 0.0, 'negative': -17.734344, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i think it 's great .,positive,"[{'positive': 0.0, 'negative': -18.065758, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"decent battery -- on the average size , but the 40gb comes with a dock .",positive,"[{'positive': -1.8841804e-07, 'negative': -15.132432, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the ms scandisk would appear due to manual shutdown and would only scan to the 2nd bar , over and over ( up to 1 hr , i then shut it down and used go back ) .",negative,"[{'negative': -3.6482897e-06, 'positive': -12.493197, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"all in all , this product is definitely one i would recommend and certainly worth the very reasonable price .",positive,"[{'positive': 0.0, 'negative': -17.442694, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
fits comfortably in my inside jacket pocket or in my pants pocket .,positive,"[{'positive': -6.827632e-08, 'negative': -16.314201, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
zennx 's replaceable battery was the deciding factor in my purchase of zennx over ipod .,positive,"[{'positive': -6.827632e-08, 'negative': -16.361076, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i love this camera .,positive,"[{'positive': 0.0, 'negative': -17.80394, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i use it primarily in the provided protective case although i have dropped it about 3 feet from my desk ( by accident ) as well as have played it outdoors in - 30 fahrenheit weather ( by design ) and it has continued to work fine .,positive,"[{'positive': -6.827632e-08, 'negative': -15.847808, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"00% good though , and the zen does have a few drawbacks .",negative,"[{'positive': -0.00035502107, 'negative': -7.943379, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the dvd player does not work properly .,negative,"[{'negative': -6.827632e-08, 'positive': -16.03997, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"the macro mode works well , although it takes some practice since the camera doesn 't clearly indicate when it can 't focus .",positive,"[{'positive': -1.2622395e-06, 'negative': -13.524658, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
as i drove across the country i lost reception only in eastern kentucky 's mountains .,positive,"[{'positive': -5.0778563e-06, 'negative': -12.170055, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"decently sized screen -- one of the larger ones on the market at 2 """,positive,"[{'positive': -4.277735e-07, 'negative': -14.463104, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"fortunately for me , i have yet to have a single problem with this player .",positive,"[{'positive': 0.0, 'negative': -16.870605, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i don 't know why cnet says there is a problem with focus , i have all my pictures sharp and high quality .",positive,"[{'positive': -6.827632e-08, 'negative': -15.64505, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"to install that version you have to uninstall from the window registery anything called symantec or nortron , . . . also from the common files in the program folder the symantec folder has to be deleted .",negative,"[{'negative': -1.2622395e-06, 'positive': -13.577065, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"over all a fantastic very compact camera , which made us experience photography on a totally new level ! .",positive,"[{'positive': 0.0, 'negative': -18.086037, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the sound from the player is ok .,positive,"[{'positive': -3.4089344e-06, 'negative': -12.572116, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"there will be much erasing of text as , one would tend to type something instead of the actual letters .",negative,"[{'negative': -3.2906587e-06, 'positive': -12.604311, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
* slick-looking design and improved interface,positive,"[{'positive': 0.0, 'negative': -16.984177, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"about the product : the zen micro is a sleek , stylish device that caters not just to "" hip "" youngsters but to people of all walks of life who like to listen on the go without having to worry frequently about battery life , size , or the "" awkward "" factor .",positive,"[{'positive': 0.0, 'negative': -17.320143, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the front door is miss aligned on my unit and you have to manually life it up just so slightly for the door to close , a very annoying thing after ah wile .",negative,"[{'negative': -3.076318e-07, 'positive': -14.880172, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"loading cds was somewhat time-consuming , but i think it would have been with the ipod as well .",negative,"[{'positive': -7.818713e-06, 'negative': -11.750129, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i tried called apex cu st service , no help .",negative,"[{'negative': -6.827632e-08, 'positive': -16.098488, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"i really regret signing up with t-mobile , but i 'm stuck with them for the next 6 months of the contract .",negative,"[{'negative': -7.8540467e-07, 'positive': -14.027229, ' Negative': -87.08908, '!': -87.33654, '""': -87.33654}]",negative
"i took my zen micro with me over the weekend , and was forced to lug my laptop with me on the trip for one reason : to keep the zen micro charged .",negative,"[{'positive': -0.0040156, 'negative': -5.5195794, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the stand that comes with it is very useful to prop it up on the desk .,positive,"[{'positive': 0.0, 'negative': -17.545403, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i was impressed by this very inexpensive player . for the first three hours , and then it died .",negative,"[{'negative': -7.517727e-05, 'positive': -9.495092, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"with the right firmware , drag and drop to and from the player like any other jump drive .",positive,"[{'positive': -6.827632e-08, 'negative': -16.60682, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"relative to what i can easily achieve with external flash on my nikon slr , the internal flash on the g3 produces harsh , flat images with ugly hot spots .",negative,"[{'negative': -1.8841804e-07, 'positive': -15.353873, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"also , for those that complain that the diaper champ isn 't as effective as time passes , keep the following in mind : as babies get older , their diets changes ( aka solid foods ! . ) and so does the smell of their diapers ! .",negative,"[{'positive': -1.8841804e-07, 'negative': -15.500542, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
": ! . ok , score 7 . 0 oh yes , the newest color of this phone is quite cool .",positive,"[{'positive': -6.827632e-08, 'negative': -15.915054, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it 's worth it .,positive,"[{'positive': 0.0, 'negative': -17.381737, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
pros . 1 . speed 2 . signal strength 3 . advanced configuration options,positive,"[{'positive': 0.0, 'negative': -16.960257, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"it gives you the most bang for your buck , period .",positive,"[{'positive': 0.0, 'negative': -18.495817, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the creative zen micro , at first glance , is a dream come true for all mp3 and music lovers .",positive,"[{'positive': 0.0, 'negative': -17.990393, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the player is great .,positive,"[{'positive': 0.0, 'negative': -19.064926, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"then when i went to norton 's website to obtain a priority id number per the instructions i had been given , i couldn 't find a way to get one .",negative,"[{'negative': -1.8841804e-07, 'positive': -15.454552, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
yet after ensuring that all the id3 tags are in order ( with the software which is actually not as bad as people make it out ) it actually turns out to be really handy .,positive,"[{'positive': 0.0, 'negative': -17.281889, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"6 . the zen nx battery requires the ac adapter to recharge ; . it does not charge by usb cable ; . this is not tragic , but usb recharging would be a convenient ( additional ) choice .",negative,"[{'positive': -0.0015268202, 'negative': -6.4852834, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i have no problem using the player itself and i feel it is a very good player .,positive,"[{'positive': 0.0, 'negative': -18.029373, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"again , the headphone jack on this thing is garbage .",negative,"[{'negative': -1.8841804e-07, 'positive': -15.479897, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"if you have an older version of "" internet security "" installed , you may also need to remove it as well before proceeding with systemworks install .",negative,"[{'negative': -0.4735069, 'positive': -0.9750175, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"within a year , there are problems with my menu dial knob .",negative,"[{'negative': -6.827632e-08, 'positive': -16.238457, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"so sit back , relax and brag to all your friends who paid a mountain of money for a dvd player that can 't do half the things this one can , and for a fraction of the price ! .",positive,"[{'positive': -6.827632e-08, 'negative': -15.897766, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"sure it had all the features , but when i tried to shoot a girl 's basketball game it just wan 't up to the task .",negative,"[{'negative': -3.076318e-07, 'positive': -14.811675, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"contrary to what ive read elsewhere , the g3 does sync at 1/250 of a second with third-party flashes , just as it does with the dedicated flashes from canon .",positive,"[{'positive': -6.827632e-08, 'negative': -16.290169, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"namely , it wouldnt sync .",negative,"[{'negative': -3.076318e-07, 'positive': -14.87384, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the battery power discharges rapidly especially on using the web browser .,negative,"[{'negative': -6.827632e-08, 'positive': -16.51249, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"this has happened with several different dvd 's and occasionally if we keep trying something , it will work when it did not work one time before .",negative,"[{'positive': -3.7684315e-06, 'negative': -12.468997, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"if someone asked me flat out , i 'd say to go woth something else .",negative,"[{'negative': -6.827632e-08, 'positive': -16.08493, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
it 's a bit pricey to call home from other countries but the instant messaging to and from covered countries in europe are quite reasonable .,positive,"[{'positive': -6.827632e-08, 'negative': -16.253029, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the pictures are a little dark sometimes .,negative,"[{'negative': -4.1232483e-06, 'positive': -12.381672, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the program is called nomad and works great for me and seems to cover all the features the included windows software does .,positive,"[{'positive': 0.0, 'negative': -17.990057, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"creative zen feedback suffers from construction quality , poor product support , difficulty of using the scroll wheel and reasonably consistent feedback about problems with the headphone jack .",negative,"[{'negative': -6.827632e-08, 'positive': -15.600563, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the high resolution screen is easy to read and has a backlight .,positive,"[{'positive': 0.0, 'negative': -17.600647, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i gave up and got a diaper decor .,negative,"[{'positive': -0.0006599343, 'negative': -7.3236656, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i 'm not one who uses web browsing , so this phone easily met and surpassed my needs .",positive,"[{'positive': 0.0, 'negative': -16.8069, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the fm radio is cool .,positive,"[{'positive': 0.0, 'negative': -18.473518, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i like the size and weight of this little critter .,positive,"[{'positive': 0.0, 'negative': -18.13127, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
3 it is very compact but the controls are so well designed that they 're still easy to use .,positive,"[{'positive': -6.827632e-08, 'negative': -16.252014, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"but , i would definately recommend this phone .",positive,"[{'positive': 0.0, 'negative': -17.650497, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
* lens visible in optical viewfinder .,negative,"[{'positive': -0.0007695058, 'negative': -7.170096, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the camera is adequate and if i want high-res photos i 'll use my digital camera instead .,positive,"[{'positive': -0.04673982, 'negative': -3.0864353, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
my first impression was positive .,positive,"[{'positive': 0.0, 'negative': -18.349516, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the cut-outs for the controls is not thought out as there is too much material in the way to adequately access the controls , especially the scroll wheel .",negative,"[{'negative': -6.827632e-08, 'positive': -15.887749, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"you can move the focus range to almost anywhere in the scene with the push of a button , and it has an on-screen manual focus mode that would be really helpful if shooting a scene that is tough to automatically focus .",positive,"[{'positive': 0.0, 'negative': -16.762115, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it does n 't smell like burning plastic when you open the drive .,positive,"[{'positive': -3.883893e-06, 'negative': -12.450472, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"after using it , i found the size to be perfect for carrying in a pocket .",positive,"[{'positive': 0.0, 'negative': -17.113714, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
and i can 't warn you enough to stay away from norton ! . ! .,negative,"[{'negative': -9.055464e-07, 'positive': -13.849144, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"during install , nis would either freeze or not reboot properly when asked to do so .",negative,"[{'negative': 0.0, 'positive': -16.69483, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
with the champ all you had to do was drop the dirty diaper into the opening and flip the lid .,positive,"[{'positive': -1.8841804e-07, 'negative': -15.379555, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the player does seem to play dvds adequately enough .,positive,"[{'positive': -6.827632e-08, 'negative': -16.292358, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i 've used the speakerphone for almost two hours once and the battery did not even go down one single bar .,positive,"[{'positive': -6.827632e-08, 'negative': -16.439362, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the menu options are uncreative , as you can 't see a full screen of menu items to pick from ; . you have to scroll up and down to find what you 're looking for ( yes , this is minor , but not when you 're trying to keep your eye on the road ! . ) .",negative,"[{'negative': -1.8841804e-07, 'positive': -15.322441, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"i researched and researched between getting the canon s20 or the canon s100 , and of course i got the latter ! .",positive,"[{'positive': -6.827632e-08, 'negative': -16.612587, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
screen review could be better .,negative,"[{'negative': -2.0966954e-06, 'positive': -13.071276, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the pc sync feature is superb that comes with nokia pc suite software ( with data cable or infrared port or bluetooth ) .,positive,"[{'positive': 0.0, 'negative': -18.334785, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"unlike my 3 other mp3 players , this thing will only work properly if you have id3 tags on all of your tracks .",negative,"[{'negative': -5.460492e-07, 'positive': -14.389632, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the fine adjustment knob which came with the router was very difficult to use on a router table .,negative,"[{'negative': -6.827632e-08, 'positive': -15.755768, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"if you want to work wirelessly , this router does just what you want it to do and my geek friends say that the security is as good as it gets right now .",positive,"[{'positive': 0.0, 'negative': -17.702492, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
and really this is the best phone one could have .,positive,"[{'positive': 0.0, 'negative': -17.788282, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
this was possible due to the variable speed settings for any sized bit .,positive,"[{'positive': 0.0, 'negative': -16.69928, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i really dislike holding a phone to my ear , and i 've found the free speak to be very comfortable and easy to use with this phone .",positive,"[{'positive': -0.0048522837, 'negative': -5.3307343, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the sound is excellent as one would suspect from a creative product .,positive,"[{'positive': 0.0, 'negative': -17.870115, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the most recent is that it will stop responding to the on/off button .,negative,"[{'negative': -6.827632e-08, 'positive': -16.037933, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
i would recommend this camera unequivocally ! .,positive,"[{'positive': 0.0, 'negative': -17.52523, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i purchased this router at a woodworking show after watching the ct people using it to demo their bits and was impressed how it performed .,positive,"[{'positive': 0.0, 'negative': -17.708517, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"update ( march 2005 ) : my son has been out of diapers for almost 2 years now , but the diaper champ hung in there till the very end - easy to use , no problems with odors , and one of the best bargains among all of the paraphernalia required for the modern baby : - )",positive,"[{'positive': -6.827632e-08, 'negative': -15.728294, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the touch-pad would be a great thing if it worked well , and as i never had issues getting songs transferred to the player , i did have problems accessing them from the player .",negative,"[{'negative': -2.4543265e-06, 'positive': -12.902001, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"the fact that the "" 0 "" key is the space key for text input is a bit confusing , as many phones use the "" # "" key instead .",negative,"[{'negative': -1.022884e-06, 'positive': -13.772874, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"unfortunately , the 6610 does not offer voice dialing like my previous phone , but the other features it packs outweighs this shortcoming .",negative,"[{'positive': -1.8841804e-07, 'negative': -15.037132, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"on the positive side , the sound of the player is pretty good , once you have everything configured .",positive,"[{'positive': 0.0, 'negative': -18.899162, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"you can create playlists , drag & drop songs and playlists to your player , and rip directly from cd to your player .",positive,"[{'positive': 0.0, 'negative': -17.295944, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
love the speaker phone .,positive,"[{'positive': 0.0, 'negative': -17.655563, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"one bad thing is that it comes with a pitiful 32mb compactflash card , and for most purposes , it is not enough .",negative,"[{'negative': -6.827632e-08, 'positive': -16.289963, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
took hundreds of pictures and they were great .,positive,"[{'positive': 0.0, 'negative': -18.000671, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"at first i thought it is only a isolated incident , but i was proven wrong when the player would not read my "" alias "" dvds as well .",negative,"[{'negative': -6.827632e-08, 'positive': -16.262978, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"buttons size is ok for me , my wife , but not my granny .",negative,"[{'positive': -0.42890286, 'negative': -1.053323, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"4mp , 4x optical zoom , takes absolutely beautiful photos with detail that challenges all of the above 5mp cameras , easy to understand and use ( has a great swivel lcd screen ) , a lot of features and add-on options , comes with great software ( not to be overlooked ) , and last but by far not least , received my fiance 's stamp of approval ( two thumbs up ! . )",positive,"[{'positive': 0.0, 'negative': -17.075071, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
but the sound is very good ( and loud ) and works well on my portable speakers .,positive,"[{'positive': 0.0, 'negative': -17.352219, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
this is the fourth version of systemworks and the second version of internet security that i have used and it has always been a favorite .,positive,"[{'positive': 0.0, 'negative': -17.714241, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the menus and features are easy to manipulate and access , and it takes silent movies .",positive,"[{'positive': 0.0, 'negative': -17.32705, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"a lot of people complain about the creative software , but i actually find creative mediasource organizer to have some strengths over itunes .",positive,"[{'positive': -6.827632e-08, 'negative': -16.38881, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the software runs smooth , it 's nice to look at , it 's very organized , easy to follow and makes things very simple .",positive,"[{'positive': 0.0, 'negative': -17.954102, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
then sorting the files is easy as pie .,positive,"[{'positive': 0.0, 'negative': -17.191391, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
its well made and user friendly .,positive,"[{'positive': 0.0, 'negative': -19.259275, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
transfers are surprisingly quick through usb 2 . 0 .,positive,"[{'positive': 0.0, 'negative': -16.997696, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"so i can 't tell you if diaper champ will be as good at containing the formula generated poop smell , but it 's excellent at containing the smell of poop of my breastfed baby ! .",positive,"[{'positive': -6.827632e-08, 'negative': -16.073418, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"this is my first digital camera , and i am very pleased with it .",positive,"[{'positive': 0.0, 'negative': -17.714453, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
this is a fantastic tool to use .,positive,"[{'positive': 0.0, 'negative': -18.019117, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
just the home version of norton internet/av has too many glitches and problems to even remotely bother with .,negative,"[{'negative': -6.827632e-08, 'positive': -15.786888, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
i simply love this feature .,positive,"[{'positive': 0.0, 'negative': -17.768072, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i have yet to try using all of the adjustment options : shutter priority , aperture priority , light metering adjustments , etc . , but all controls are well thought out and and the manual is relatively clear .",positive,"[{'positive': 0.0, 'negative': -16.661484, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"3 ) the lack of an intermediate resolution setting , as other reviewers have suggested , is a problem , but that problem is meaningless with a larger compactflash memory card",negative,"[{'positive': -4.1320116e-05, 'negative': -10.092654, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the touch sarene navigation will take a little getting used to , but once you do , and while the zen is still alive , it 's a great alternative to the marching in lock step with the click wheel commies .",negative,"[{'positive': -6.827632e-08, 'negative': -15.565291, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
overall it is a great unit & hopefully creative labs or some other vendor will soon come out with some accessories for it .,positive,"[{'positive': 0.0, 'negative': -17.219604, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i use it in the table ( never take the springs out - just attach the fine adjustment knob ) , in my woo drat and freehand and it works great in all circumstances .",positive,"[{'positive': 0.0, 'negative': -17.34758, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"output through component connections looks very good , on my non-hd tv .",positive,"[{'positive': 0.0, 'negative': -17.741705, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i am really impressed by this dvd player .,positive,"[{'positive': 0.0, 'negative': -18.382881, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"seems to read most dvds fine , and reads quietly ( i had a pioneer player that had fairly loud disc spin noise ) .",positive,"[{'positive': -6.827632e-08, 'negative': -16.163315, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"first , it really is tiny ; . the size of a pack of cigarettes , maybe a scotch deeper .",positive,"[{'negative': -3.051303e-06, 'positive': -12.677608, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"the 6600 has more amenities than most - world phone , camera ( vga/zoom/night mode/timer ) , video ( w/ audio & zoom ) , speaker ( good sound ) , bluetooth , infrared , modem for computers , electronic wallet , internet access , calendar , calculator , converter and more .",positive,"[{'positive': 0.0, 'negative': -17.033758, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i just wished that it didn 't fill up so fast ! .,negative,"[{'negative': -7.3446927e-06, 'positive': -11.81536, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"the container is hard to open , which is exactly what you want when your baby becomes a toddler , and you do have to flip the handle carefully ( which has saved more than a few of her toys , too . ) i don 't consider these difficulties but features for the older baby .",positive,"[{'positive': -3.076318e-07, 'negative': -14.956725, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
- very long-lasting battery life,positive,"[{'positive': -1.8841804e-07, 'negative': -15.35347, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i 've had it for a week now , do n 't regret the purchase one bit , and i never leave home without it .",positive,"[{'positive': 0.0, 'negative': -17.19828, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
other than that it meets or surpasses all of my needs and surely won 't disappoint any already established nokia phone fans .,positive,"[{'positive': 0.0, 'negative': -17.344551, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
1 . it uses regular garbage bags instead of brand refills .,positive,"[{'negative': -0.0003280123, 'positive': -8.022803, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
my only complaint would be that you need id3 tags & that takes a while to do if your mp3 files do n 't have them .,negative,"[{'negative': -0.00041423022, 'positive': -7.789179, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
it sure does ! .,positive,"[{'positive': -6.827632e-08, 'negative': -16.135674, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i am impressed with how easy this camera is to use .,positive,"[{'positive': 0.0, 'negative': -18.55049, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"even just turning the camera on will move the lens a little , resulting in a noisy start-up .",negative,"[{'negative': -1.8841804e-07, 'positive': -15.240067, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"apple has definately fulfilled its reputation in making quality equipment , and surprisingly wasn 't as expensive as its reputation normally holds .",positive,"[{'positive': 0.0, 'negative': -17.87201, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the height is a more convenient reach than others , where you have to hunch over .",positive,"[{'positive': -6.827632e-08, 'negative': -16.172867, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
placement of the buttons and software user interface is near perfect .,positive,"[{'positive': 0.0, 'negative': -16.874342, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the auto-focus performs well , but i love having the 12 optional scene modes - they are dummy-proof , and correspond to many situations in which i would actually seek to use the camera .",positive,"[{'positive': 0.0, 'negative': -17.416695, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"many of these programs are shareware , some can be purchased by paying a little bit of bucks .",positive,"[{'positive': -1.8841804e-07, 'negative': -15.475548, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"it also has a stock tracking app built in ( also useless ) and a somewhat useful application which converts all types of metrics ( currency , length , area , etc ) .",negative,"[{'positive': -0.0005055272, 'negative': -7.590104, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
this thing does everything but washes your dishes .,positive,"[{'positive': -0.023116685, 'negative': -3.7787316, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
has 4x optical zoom which is higher than any other in the same price range .,positive,"[{'positive': -6.827632e-08, 'negative': -16.481827, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
many other reviewers are mentioning that they have had no problems at all> i would say that the main problem is that this player is just not made very well .,negative,"[{'negative': -6.827632e-08, 'positive': -15.900482, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
