gold_hard,input,llm_soft,llm_hard
guilt,When I offend somebody unfairly.,"[{' guilt': -0.06852204, ' shame': -2.7146935, ' sadness': -13.392787, ' anger': -15.13901, ' disgust': -16.857615}]", guilt
shame,When I got drunk at a party and made a fool of myself by vomitting all over the place and insulting the people who were there with me.,"[{' shame': -0.00067007454, ' guilt': -7.316, ' disgust': -12.386144, ' sadness': -14.29151, ' fear': -15.30808}]", shame
joy,"My sister in law was about to have a child, and there were some problems.  They had to do a Caesarean.  After a while, everything  was all right.","[{' joy': -1.4736571e-05, ' fear': -11.129219, ' sadness': -16.543173, ' guilt': -17.552788, ' shame': -20.552214}]", joy
sadness,Not being accepted by classmates in university.,"[{' shame': -0.0068042404, ' sadness': -4.995337, ' guilt': -11.641401, ' fear': -13.220892, ' disgust': -14.117697}]", shame
fear,"When I was a child, I fell into a cellar (when playing) and could be freed only with big difficulties.","[{' fear': -0.002485579, ' shame': -6.0136094, ' sadness': -10.44599, ' guilt': -11.715345, ' anger': -16.222288}]", fear
joy,Getting the top price in the football pools.,"[{' joy': 0.0, ' fear': -22.781454, ' sadness': -23.324286, ' shame': -23.796333, ' guilt': -23.89531}]", joy
disgust,Saw a scene in a movie implying incest as humorous.,"[{' disgust': -0.0010584347, ' shame': -6.8545055, ' guilt': -13.150037, ' anger': -14.107457, ' fear': -14.869915}]", disgust
sadness,My cat died from an illness.  It had been with us for 7 years.  It was a lovely cat.  It had been ill for one or two weeks and the veterinary surgeon had told us that it was dying.,"[{' sadness': -6.827632e-08, ' guilt': -15.791077, ' shame': -17.090576, ' anger': -18.550713, ' joy': -19.126831}]", sadness
disgust,"When one of my parents verbally, personally abused the other.","[{' shame': -0.5296416, ' anger': -0.9490981, ' sadness': -3.8291333, ' guilt': -6.713647, ' fear': -6.9787683}]", shame
anger,Meeting generally dominating persons in social occasions.,"[{' fear': -0.10906368, ' shame': -2.2758882, ' anger': -7.7219634, ' guilt': -9.342439, ' disgust': -9.589929}]", fear
joy,"When the bank let me borrow some money this winter, after my grant was spent.","[{' joy': 0.0, ' guilt': -17.668425, ' shame': -17.981888, ' sadness': -19.489754, ' fear': -19.893713}]", joy
guilt,There were old people in a crowded bus and I did not have the courage to give them my seat.  I closed my eyes to sleep and then opened my book to read.  In my heart I wanted to give them the seat.,"[{' guilt': -0.19708754, ' shame': -1.7221959, ' sadness': -8.834867, ' fear': -9.687726, ' disgust': -15.5097475}]", guilt
fear,My parents were out and I was the eldest at home.  At midnight a male stranger phoned us and spoke to me in a rough language.  I hung up and heard someone walking outside our door.,"[{' fear': 0.0, ' anger': -18.6773, ' sadness': -21.505417, ' disgust': -21.56672, ' shame': -21.969078}]", fear
disgust,One day my friend told me that she had heard that I was moving about with her boyfriend. I was disgusted with the news.,"[{' disgust': -2.3360508e-06, ' anger': -12.964464, ' shame': -17.268373, ' fear': -18.201326, ' guilt': -19.330864}]", disgust
anger,"There was a sofa in my flat which belonged to the old tenants who were acquaintances.  It should have been picked up a year ago but they had postponed it.  Eventually they decided on one date and I stayed at home despite the fact that I had other things to do.  They did not come, nor did they call and they still have not got in touch with me.","[{' anger': -0.020658432, ' shame': -3.993658, ' guilt': -6.595762, ' sadness': -7.7714286, ' disgust': -8.393971}]", anger
joy,I was happy when I understood that the girl I liked was in love with me.,"[{' joy': 0.0, ' fear': -22.055756, ' sadness': -23.084066, ' shame': -23.741875, ' guilt': -23.85448}]", joy
sadness,My cut was run over by a car. After searching for a long time I found her lying in a kerb. I was rather shocked and angry with the driver.,"[{' anger': -6.827632e-08, ' fear': -16.020363, ' sadness': -18.018066, ' disgust': -20.019989, ' shame': -20.38034}]", anger
disgust,When I saw a film in which the man suffered from an illness and    his skin came peeling off.,"[{' disgust': -0.039727353, ' fear': -3.3068476, ' sadness': -6.069039, ' shame': -12.577965, ' anger': -15.194534}]", disgust
shame,When an intimate friend of mine passed B.A with first class and I got only pass class.,"[{' shame': -0.021281779, ' sadness': -4.1690097, ' guilt': -5.1881366, ' anger': -12.418941, ' disgust': -13.250187}]", shame
fear,I was walking down a road and suddenly a few dogs appeared at a fence and started barking angrily.  They were jumping and it seemed that they would come for me any time.,"[{' fear': -6.827632e-08, ' anger': -15.707069, ' joy': -23.182297, ' disgust': -23.513329, ' sadness': -23.681257}]", fear
disgust,I saw a film where snakes were crawling everywhere. I felt them crawling over all my body with that ... skins. The noise that they did disturbed me very much.,"[{' fear': -7.076466e-05, ' disgust': -9.556688, ' anger': -16.81608, ' sadness': -18.298769, ' shame': -19.89409}]", fear
fear,"Climbing a mountain to see a view, towards the top we suddenly came across a ledge with a nearly sheer drop on either side, which I had to cross.","[{' fear': -6.827632e-08, ' joy': -15.742943, ' anger': -18.561684, ' sadness': -18.659554, ' disgust': -18.922272}]", fear
joy,I passed successfully the preliminary exam for a participation in the children Assembly.,"[{' joy': 0.0, ' fear': -19.581566, ' sadness': -21.303215, ' shame': -21.403181, ' guilt': -21.833755}]", joy
fear,"I felt fear of the purest kind after a car accident.  The incident and images of horror kept coming back to my mind.  I wondered what could have happened to my sister, my friend and me, though nothing very serious actually happened.","[{' fear': 0.0, ' anger': -21.721336, ' joy': -22.166023, ' sadness': -22.601576, ' guilt': -22.938148}]", fear
shame,"A few months back I had gone to my friend's place and they offered me tea and coffee.  I do not have the habit of drinking tea or coffee and so they offered me a glass of milk instead, so I felt ashamed.","[{' shame': -6.827632e-08, ' guilt': -15.553649, ' fear': -18.541992, ' sadness': -19.223457, ' disgust': -20.5579}]", shame
fear,I was afraid when I met my Uncle because this time I was with my boyfriend I thought I was not going to be given pocket money.,"[{' fear': 0.0, ' shame': -19.854889, ' guilt': -20.9001, ' anger': -20.971436, ' joy': -21.871094}]", fear
joy,The day I was happiest was the day when I received a phone call from Eve's Weekly to inform me that I had won the first prize of the All India Essay competition.  I had won this prize when I was an under-graduate when even post graduates had participated.  I had been judged by eminent judges and political scientists.,"[{' joy': 0.0, ' fear': -20.885948, ' shame': -22.669516, ' sadness': -23.061398, ' anger': -23.148964}]", joy
fear,A time when I was very afraid of something was when I broke my father's antique lamp.,"[{' fear': 0.0, ' shame': -18.198082, ' guilt': -18.876114, ' anger': -19.44165, ' sadness': -19.898544}]", fear
sadness,The passing away of my mum.,"[{' sadness': -3.076318e-07, ' guilt': -15.567703, ' shame': -15.68734, ' anger': -18.184296, ' joy': -19.612007}]", sadness
joy,[ No response.],"[{' joy': -0.24118456, ' anger': -2.7801096, ' sadness': -2.7830775, ' shame': -3.238705, ' guilt': -3.7030985}]", joy
shame,[ When I acted against my mind or conscious.],"[{' guilt': -0.0107729705, ' shame': -4.5361023, ' sadness': -16.53022, ' disgust': -17.382635, ' fear': -17.924894}]", guilt
sadness,"Having to decide on a termination of a pregnancy, after discussing it with friends, family and the man involved.","[{' sadness': -0.55072445, ' guilt': -1.2509505, ' shame': -1.9870571, ' fear': -9.089901, ' anger': -11.049541}]", sadness
shame,"When I was young I was playing football near my parent's house and while playing I fell on the ground. At first I thought I was not seen by anybody, but when my mother laughed I felt very ashamed.","[{' shame': 0.0, ' guilt': -17.286596, ' fear': -18.097555, ' sadness': -18.860693, ' anger': -20.316826}]", shame
fear,"When I had to give a speech about some historical event, to an audiece of about 200 people my own age whom I did not know.","[{' fear': -0.0076581473, ' shame': -4.876272, ' guilt': -12.767972, ' sadness': -14.462851, ' disgust': -16.109425}]", fear
shame,I put an end to a friendship with a girl - I had only pretended love and affection to be able to sleep with her.,"[{' shame': -0.2871809, ' guilt': -1.3882855, ' disgust': -9.053599, ' sadness': -12.483966, ' anger': -14.353511}]", shame
fear,When I was walking around all alone at night.,"[{' fear': -4.277735e-07, ' sadness': -14.536774, ' guilt': -19.13089, ' shame': -19.41771, ' anger': -19.924881}]", fear
fear,"When I was travelling by tram, I tripped and fell against the door.  I thought that I was going to fall out.","[{' fear': -1.8841804e-07, ' shame': -15.093536, ' anger': -19.26815, ' sadness': -19.839539, ' guilt': -20.259636}]", fear
anger,"At the hairdresser's, I got two stains of dyestuff on my new trousers. These stains are not removable, so I cannot put on the trousers again.","[{' shame': -0.063835375, ' sadness': -3.3124697, ' anger': -3.7462084, ' guilt': -6.642891, ' disgust': -7.612777}]", shame
joy,When I unexpectedly received birthday greetings from a person I like.,"[{' joy': 0.0, ' sadness': -22.372116, ' fear': -22.549911, ' guilt': -23.698868, ' shame': -23.79328}]", joy
fear,"I was testing my new roller skates in the street, suddenly a dog ran barking in my direction, very threatening. I was very startled and terribly upset.","[{' fear': -6.827632e-08, ' anger': -15.895294, ' sadness': -19.877892, ' joy': -21.283684, ' disgust': -21.440392}]", fear
guilt,My sisters asked me to fetch them at a discotheque which is 5 km off. There was a thick fog and snowfall. There was not enough room in the car for all of them and they asked me to go there once again. When I did not do that they had a way to make me feel guilty.,"[{' guilt': -3.0707724e-05, ' shame': -10.3884735, ' fear': -17.90422, ' anger': -18.582245, ' sadness': -18.605148}]", guilt
sadness,One day I heard from a friend that the boy I loved had gone out with her and not with me.,"[{' sadness': -0.00796696, ' shame': -5.4845295, ' anger': -5.5906463, ' guilt': -10.0524845, ' disgust': -11.905756}]", sadness
joy,When passing the final examinations for social worker.,"[{' joy': 0.0, ' fear': -18.208626, ' shame': -18.398932, ' guilt': -18.516441, ' sadness': -18.646132}]", joy
disgust, The smell of garlic in rush-hour bus.,"[{' disgust': -1.2468796e-05, ' anger': -11.363758, ' fear': -14.20477, ' shame': -15.90015, ' sadness': -15.948856}]", disgust
anger,A girl I was with went off with another guy.,"[{' anger': -0.723838, ' shame': -0.7466957, ' sadness': -3.2307196, ' guilt': -6.834014, ' disgust': -7.500006}]", anger
joy,After 10 days of hard work and having suffered many changes I passed my last exam.,"[{' joy': 0.0, ' fear': -20.4382, ' sadness': -20.511787, ' guilt': -22.34809, ' shame': -22.374245}]", joy
disgust,When people/press analyze a particular newsworthy item (CAL Football team) which I am a member and can only see the situation in a bad light and always put the team down.,"[{' shame': -0.27679038, ' anger': -1.4276997, ' sadness': -6.675517, ' guilt': -7.711681, ' disgust': -8.497729}]", shame
joy,The day I got a telegram telling me that I had been selected for a B.A at UNZA.  I felt happy because I had not expected to be selected.,"[{' joy': 0.0, ' fear': -22.370422, ' sadness': -23.54316, ' anger': -24.282555, ' shame': -24.829372}]", joy
sadness,When they told me that my grandfather was rather ill.,"[{' sadness': -3.559716e-05, ' fear': -10.305097, ' guilt': -13.357311, ' shame': -14.416119, ' anger': -17.887928}]", sadness
joy,Saw on TV China winning the gold medals.,"[{' joy': 0.0, ' sadness': -22.23519, ' fear': -22.41436, ' anger': -23.27213, ' shame': -23.578178}]", joy
disgust,"Seeing maltreated, dead animals.","[{' disgust': -0.2668397, ' sadness': -1.452997, ' anger': -8.344149, ' shame': -9.288743, ' guilt': -12.779725}]", disgust
fear,An inter-college basket-ball match.,"[{' joy': 0.0, ' anger': -19.114851, ' fear': -19.381369, ' sadness': -19.391487, ' shame': -21.15232}]", joy
guilt,When I promised to visit my boyfriend and I didn't fulfil the promise.,"[{' guilt': -0.11573779, ' shame': -2.2144394, ' sadness': -9.485039, ' anger': -14.500746, ' disgust': -15.877524}]", guilt
sadness,When I quarrelled with my boyfriend.,"[{' anger': -0.10245337, ' sadness': -2.4208965, ' shame': -4.8393, ' guilt': -7.4343157, ' fear': -10.414457}]", anger
sadness,My boy-friend an I seperated on his initiative.,"[{' sadness': -1.8841804e-07, ' shame': -15.334686, ' guilt': -17.181152, ' anger': -17.828194, ' fear': -21.760483}]", sadness
fear,As a child (i.e. 5-7) hiking in reasonably rugged bush and becoming lost for a duration of 5-7 hours.,"[{' fear': -7.8540467e-07, ' sadness': -14.360451, ' shame': -16.25853, ' guilt': -16.528488, ' anger': -16.598076}]", fear
guilt,When I was young I felt guilty because I thought that I had commited a grave sin.,"[{' guilt': -7.8540467e-07, ' shame': -13.987128, ' fear': -19.963303, ' sadness': -21.99469, ' anger': -22.807442}]", guilt
disgust,I felt the emotion when I entered a certain ward in the hospital to visit my relative who was sick.,"[{' sadness': -0.112125434, ' fear': -2.2465096, ' guilt': -8.178631, ' shame': -11.156222, ' joy': -12.58588}]", sadness
sadness,When India lost the Benson and Hedges cricket trophy.,"[{' sadness': -0.00079253275, ' shame': -7.8295965, ' anger': -7.857436, ' disgust': -12.239065, ' guilt': -13.20355}]", sadness
fear,"During the first year in university I had bad results in both the terms, especially the first term.  I was afraid that  I would not be promoted to the next year and that the others would go ahead of me.","[{' fear': 0.0, ' anger': -21.260551, ' sadness': -22.181875, ' shame': -22.5877, ' joy': -23.100576}]", fear
guilt,When a patient in the ward died (one who had been under my care). I felt as if I didn't give the appropriate care to the patient.,"[{' guilt': -0.01637468, ' shame': -4.3571796, ' sadness': -5.67618, ' anger': -15.582902, ' fear': -16.834032}]", guilt
joy,"When I got admission in M.Sc (I) Organic Chemistry, I was very happy.","[{' joy': 0.0, ' fear': -21.627775, ' sadness': -23.072178, ' anger': -23.298742, ' shame': -24.419395}]", joy
sadness,When I went home on holidays I found that my niece and nephew had passed away I was very sad for the children were not even sick before death but suddenly died.,"[{' sadness': 0.0, ' shame': -17.980078, ' anger': -18.136185, ' joy': -18.419205, ' fear': -19.431145}]", sadness
fear,"I was rock-climbing and absailing & felt OK, but suddenly as I was going over the cliff I was hit by fear - I couldn't go on absailing down the cliff and had to be actually hauled back up it.","[{' fear': 0.0, ' anger': -21.924719, ' joy': -23.558247, ' shame': -24.347237, ' guilt': -24.65955}]", fear
shame,A friend of mine had said something about not liking to come to my place just before coming to my place.   In the meanwhile I got to learn about this from another friend of mine and when she arrived at my place I really treated her badly.  I was later ashamed of the way I had treated someone when the person was at my place.,"[{' shame': -3.6482897e-06, ' guilt': -12.507654, ' sadness': -18.184862, ' anger': -19.17798, ' fear': -19.253794}]", shame
joy,"When I first heard ""I like you !"" from my boyfriend.","[{' joy': 0.0, ' fear': -21.351494, ' sadness': -22.147636, ' shame': -22.538408, ' guilt': -23.636246}]", joy
joy,Winning Queensland Chess Championship.,"[{' joy': 0.0, ' fear': -22.102942, ' shame': -22.163628, ' sadness': -22.492401, ' anger': -23.282288}]", joy
guilt,"When I was fighting with my elder brother I unintentionally hurt   him in the eye with a wooden bar.  I felt guilty and feared that he would be blind, fortunately he recovered after 15 days.","[{' guilt': -8.626461e-05, ' fear': -9.688028, ' shame': -10.628115, ' sadness': -16.317423, ' anger': -19.13}]", guilt
guilt,"When I slapped a nephew who did something that I considered wrong, and I was reprehended for this.","[{' shame': -0.24065182, ' guilt': -1.5423486, ' anger': -12.470517, ' sadness': -13.20902, ' disgust': -14.060124}]", shame
fear,"When I was 8 years old my tonsils had to be operated on. This is not a complicated operation, but just before it started I was very afraid so that I will never forget it.","[{' fear': 0.0, ' anger': -21.605835, ' joy': -21.892357, ' sadness': -22.99591, ' shame': -23.415085}]", fear
joy,I received a letter of acceptance from UNZA.,"[{' joy': 0.0, ' fear': -20.915672, ' sadness': -22.30774, ' shame': -23.092257, ' anger': -23.572433}]", joy
sadness,"This sounds really predictable and usual but it was absolutely heart-rending at the time. My first lover (I was 15) just rang up one day and announced that he had found another woman. I never saw him again and it hurt because I was positive that it was ""TRUE LOVE"" !!","[{' sadness': -1.2588937e-05, ' shame': -11.372121, ' anger': -14.784199, ' guilt': -14.791112, ' joy': -15.116628}]", sadness
joy,"Receiving a postcard form my sweetheart who was abroad on vacation, not being at all sure if he would write me or not.","[{' joy': 0.0, ' sadness': -18.996801, ' fear': -19.73689, ' guilt': -20.362106, ' shame': -22.091894}]", joy
shame,It was my birthday and all the members of the group made me a surprise in a public place at 10 p.m. giving me flowers and suvenirs.,"[{' joy': 0.0, ' fear': -21.24083, ' sadness': -21.956, ' anger': -22.86488, ' guilt': -23.26228}]", joy
shame,"On a road trip with a group of sorority and fraternity people, I became intoxicated and basically raped. I don't remember the actual event, but I know the feeling that I experienced later.","[{' shame': -0.0267785, ' guilt': -3.6343222, ' disgust': -11.194487, ' sadness': -12.231512, ' fear': -12.859479}]", shame
fear,"I was walking home one night (after getting a bus to my town) when I was confronted by a group of males (about 6), they would not let me pass - they made comments etc. - I crossed the road and hurried home.","[{' fear': -2.9311614e-06, ' anger': -12.733104, ' shame': -16.983385, ' sadness': -17.41437, ' disgust': -18.858408}]", fear
anger,"When my brother went out with my new shirt that I adored, and returned it dirty with grease.","[{' anger': -0.012347407, ' disgust': -5.104144, ' shame': -5.769839, ' sadness': -5.8082833, ' guilt': -9.478243}]", anger
disgust,"When an employer of my younger sister (17 yrs) made a ""pass"" at her.","[{' anger': -0.49304175, ' disgust': -1.0121304, ' shame': -3.6658473, ' fear': -8.574721, ' sadness': -11.02748}]", anger
anger,"We hitch hiked our way back from a town rather drunk.  We were dropped in another town which was unknown to us.  I needed to urinate, so I did it on a wall which turned out to belong to the military headquarters.  They arrested me and made me pay a fine of 500 pts.  We had to go home on foot (6 km) since it was too late for anyone to give us a lift.","[{' shame': -0.009256114, ' guilt': -4.7573867, ' anger': -7.5010314, ' fear': -9.99434, ' disgust': -10.652421}]", shame
fear,As a child - stepping on a rusty nail - being told that I might get tetanus.,"[{' fear': 0.0, ' guilt': -17.300123, ' disgust': -17.72387, ' shame': -18.187073, ' sadness': -18.683615}]", fear
joy,"I was captain of the school swimming team. The team was only two points in front before the last relay. We won the relay, which I swam in, and thus my team won the championship.","[{' joy': 0.0, ' fear': -21.257874, ' sadness': -22.52336, ' anger': -23.027588, ' shame': -23.139496}]", joy
sadness,When I was not selected to go to the University of Malawi I felt very sad.,"[{' sadness': 0.0, ' joy': -17.507118, ' shame': -17.548147, ' anger': -18.286293, ' fear': -20.02147}]", sadness
fear,"I was walking alone in the street late at night (2.30 am). It was very quiet. Then a man approached me and said ""Hello"".","[{' fear': 0.0, ' sadness': -17.27204, ' shame': -18.505226, ' disgust': -18.589325, ' anger': -19.136543}]", fear
joy,"I received a wedding invitation from an ex-flatmate, enclosed was a small note that overcame a lot of the differences that had arisen between us due to the circumstances in which she left the flat.","[{' joy': -1.5006569e-06, ' guilt': -13.710093, ' shame': -14.670716, ' sadness': -16.195185, ' disgust': -20.194954}]", joy
joy,Finished a difficult midterm.,"[{' joy': 0.0, ' sadness': -21.251333, ' fear': -21.33351, ' guilt': -21.805008, ' shame': -22.219467}]", joy
disgust,I usually come back home early but this day I came home back late to find some visitors at my place.,"[{' shame': -0.60786164, ' fear': -0.8569843, ' guilt': -3.8633852, ' anger': -4.637189, ' sadness': -8.35426}]", shame
anger,I was angry at a University tutorial when an ignorant loudmouth persisted in trying to dominate the conversation.,"[{' anger': 0.0, ' fear': -17.834244, ' disgust': -21.166977, ' sadness': -21.27958, ' shame': -22.099936}]", anger
disgust,We had a birthday party with 5 friends. One of us frequently used hard drugs. On the party I discovered that the other 3 friends also used them. While we agreed we would help the big user to stop using it.,"[{' shame': -0.5366916, ' guilt': -1.5311145, ' sadness': -1.6829319, ' disgust': -5.062052, ' anger': -5.4415226}]", shame
disgust,"Old man in hospital, hollow-cheeked, only one half of his nose and glass-eye, rattling breath.","[{' sadness': -0.00042305636, ' shame': -7.9572096, ' fear': -9.888775, ' guilt': -10.873279, ' disgust': -12.716877}]", sadness
fear,When my friend was involved in a car accident.,"[{' fear': -0.039490525, ' sadness': -3.2516942, ' guilt': -11.672242, ' shame': -12.564552, ' anger': -14.759583}]", fear
joy,[ I can not recall one.],"[{' shame': -0.020053836, ' guilt': -4.187847, ' sadness': -5.38055, ' fear': -9.930026, ' disgust': -11.052318}]", shame
disgust,My friends aren't working for the same common goal we all need to accomplish.,"[{' anger': -0.6853813, ' shame': -0.84198225, ' sadness': -3.040972, ' guilt': -4.2396264, ' disgust': -5.815859}]", anger
joy,When I asked my girlfriend to marry me.,"[{' joy': 0.0, ' fear': -19.492836, ' guilt': -20.679314, ' sadness': -20.712988, ' shame': -20.856735}]", joy
guilt,[ No response.],"[{' joy': -0.25994954, ' sadness': -2.7054298, ' anger': -2.7070167, ' shame': -3.2157903, ' fear': -3.6394887}]", joy
shame,One day I got on the bus without any money or season ticket and the driver threw me out.,"[{' shame': -0.0013788439, ' anger': -6.622701, ' guilt': -10.802389, ' sadness': -11.287258, ' disgust': -11.333263}]", shame
anger,A colleague asked me to study with her. I could not explain things as perfectly as she had expected. So she reacted in an aggressive manner.,"[{' anger': -0.007885735, ' shame': -4.8927884, ' fear': -8.032024, ' guilt': -10.676717, ' sadness': -12.127109}]", anger
fear,"When my relationship with my family is very poor I often fear being excluded from the group, a fear which is stronger in situations when an argument is on hand.","[{' fear': 0.0, ' anger': -21.432005, ' guilt': -22.018148, ' sadness': -22.07048, ' shame': -22.617908}]", fear
joy,"A friend which I hadn't seen for years, sent me a small present.","[{' joy': 0.0, ' sadness': -20.888985, ' guilt': -21.54081, ' fear': -22.925314, ' shame': -23.68209}]", joy
joy,When I was selected to study here at UNZA.,"[{' joy': 0.0, ' fear': -21.253462, ' shame': -21.802048, ' sadness': -22.083746, ' guilt': -22.85927}]", joy
anger,"[ When I was treated unfairly, regardless of my motives or deeds.]","[{' anger': -0.12021497, ' shame': -2.2250504, ' guilt': -5.340292, ' sadness': -7.927489, ' disgust': -9.921431}]", anger
joy,I was emotionally happy when I was in love with the girl I had longed for.,"[{' joy': 0.0, ' sadness': -21.220085, ' fear': -22.004387, ' shame': -23.539038, ' anger': -23.61219}]", joy
disgust,"One day, at an important place I met a group of girls and while we were waiting for a bus these girls started smoking and commanded me to smoke; I felt very disgusted. ","[{' disgust': -6.6619094e-07, ' anger': -14.2990265, ' fear': -16.551956, ' shame': -17.933731, ' sadness': -19.89209}]", disgust
disgust,I saw in an ice-cream kiosque a cockroach walking through a cornet.,"[{' disgust': -8.507158e-05, ' fear': -9.372887, ' sadness': -16.616234, ' anger': -16.806534, ' shame': -17.510078}]", disgust
anger,With the girl whom I may be loved truly. When she refused to come with me to an occasion (she was from another town).,"[{' sadness': -0.0017573313, ' shame': -6.4129353, ' guilt': -9.183337, ' anger': -11.265383, ' disgust': -15.865793}]", sadness
joy,Success in university entrance examination.,"[{' joy': 0.0, ' fear': -21.327003, ' sadness': -22.301743, ' shame': -22.755804, ' guilt': -23.43863}]", joy
guilt,Having been angry and unpleasant towards my parents.,"[{' guilt': -0.21172413, ' shame': -1.657624, ' anger': -8.423707, ' sadness': -13.584061, ' disgust': -16.825066}]", guilt
anger,"When I saw a man hitting a child of 2 years without any consideration, simply because the child had been leaning against a window.","[{' anger': -0.0011454945, ' disgust': -6.7869964, ' sadness': -11.82512, ' shame': -11.910424, ' fear': -12.887047}]", anger
joy,I stopped working (had a boring job).,"[{' sadness': -0.20936674, ' joy': -1.684495, ' shame': -5.887123, ' disgust': -8.274644, ' anger': -8.388642}]", sadness
joy,When I got through the first day here at the department.,"[{' joy': 0.0, ' fear': -17.947815, ' sadness': -20.634354, ' shame': -21.709183, ' guilt': -22.702785}]", joy
shame,"Whenever I am late, I feel ashamed of myself even though no one tells me anything.","[{' shame': -1.8841804e-07, ' guilt': -15.059799, ' fear': -18.90812, ' sadness': -19.159195, ' anger': -21.173729}]", shame
guilt,"Feeling guilt after greed, buying chocolate and pigging out to the point of feeling sick, especially as I am fat.","[{' guilt': -4.5135734e-05, ' shame': -10.004043, ' disgust': -19.208204, ' sadness': -19.4683, ' fear': -19.679626}]", guilt
joy,"As the time to get the results drew near I became more and more anxious.  My friend called me and said, "" You have passed.""  My heart was full of joy.","[{' joy': 0.0, ' fear': -22.297455, ' anger': -24.527954, ' sadness': -25.027832, ' guilt': -26.089338}]", joy
joy,When I passed my MSCE Exams and was selected to go to college.,"[{' joy': 0.0, ' fear': -21.452879, ' sadness': -22.37119, ' shame': -22.51125, ' guilt': -23.1706}]", joy
joy,"I had been away from home for a long time and when I came home I was delighted.  It was wonderful to see familiar, dear people and I was rejoycing in advance.  I had been feeling very lonely.","[{' joy': 0.0, ' fear': -22.25929, ' sadness': -22.54107, ' anger': -24.440567, ' guilt': -25.032097}]", joy
disgust,"The teacher of one course gave me 10 questions with sub-questions going from a to e for each question.  She asked me to do all this in one and a half hours.  It involved a lot of describing and explaining and even though I knew all the answers, I could not finish the work.","[{' shame': -0.0774917, ' guilt': -2.9190216, ' anger': -4.3747787, ' sadness': -4.8449097, ' disgust': -9.651024}]", shame
guilt,Not accepting hints of intimate relation from a girl.,"[{' shame': -0.015551064, ' disgust': -4.9768167, ' guilt': -5.1406803, ' anger': -5.9697514, ' fear': -9.450281}]", shame
joy,When I was pressing figures on the curtain cloth. I had bought the cloth after months of hindrances.,"[{' joy': -0.0059879343, ' sadness': -5.755972, ' shame': -6.022193, ' guilt': -8.441305, ' anger': -8.761885}]", joy
disgust,I was disgusted to see a person vomitting and I was told to clean the place where the vomit was.,"[{' disgust': -3.076318e-07, ' anger': -15.146346, ' fear': -16.217628, ' shame': -17.286598, ' sadness': -18.779007}]", disgust
fear,"When I got the midterm exam results, the results were below average and were near the lowest.  I was scared of the final exam.","[{' fear': 0.0, ' sadness': -21.382355, ' anger': -21.546515, ' joy': -21.841948, ' shame': -22.902107}]", fear
joy,When I saw that the mark I had obtained in an exam was a good one.,"[{' joy': 0.0, ' fear': -21.661514, ' sadness': -23.407303, ' shame': -23.671812, ' guilt': -24.02826}]", joy
anger,I was angry when I had not been granted a leave out pass during the last weekend.,"[{' anger': 0.0, ' fear': -17.885468, ' sadness': -21.064995, ' joy': -22.529724, ' disgust': -22.609932}]", anger
anger,"When I knew that they would not give me a transfer from one university to another.  I began to insult the educatioon authorities and the government, I ended up at the door.","[{' anger': -0.0019649626, ' shame': -6.2358055, ' disgust': -12.773647, ' guilt': -13.326367, ' sadness': -14.926319}]", anger
guilt,Eating too much I felt guilty afterwards because I knew I shouldn't have overeaten as I'm putting on too much weight.,"[{' guilt': -4.277735e-07, ' shame': -14.459533, ' fear': -21.2538, ' sadness': -22.018684, ' disgust': -22.692406}]", guilt
disgust,I was really disgusted when I saw one of my friends soiling on his clothes. I thought he was mad.,"[{' disgust': -1.9765537e-06, ' anger': -13.305857, ' shame': -15.632501, ' fear': -15.790605, ' sadness': -18.772257}]", disgust
shame,"After having quarelled unnecessarily and without any reason, and having been stupidly cross in every way.","[{' shame': -0.49929297, ' guilt': -0.934016, ' anger': -10.112834, ' sadness': -10.511316, ' disgust': -15.182329}]", shame
shame,"A few days back I had a tutorial class and the teacher randomly assigned one person in each group to make a presentation.  The discussion in our group had been confused and the presentation was not very well prepared.  Unfortunately I was selected to present and I could not keep calm, was confused and result was very poor.  I really felt ashamed.","[{' shame': 0.0, ' guilt': -18.084593, ' fear': -18.74511, ' sadness': -19.42263, ' anger': -21.067198}]", shame
anger,I felt angry when I saw on T.V the last slaughter of negroes in South Africa.,"[{' anger': 0.0, ' fear': -18.214294, ' sadness': -20.487251, ' disgust': -21.795767, ' shame': -22.385216}]", anger
shame,Not chosen for all English classes.,"[{' shame': -0.014684895, ' sadness': -4.3137035, ' guilt': -6.794905, ' anger': -9.799864, ' fear': -11.392752}]", shame
fear,I was living with my brother and one day he went away on business and I was left alone to look after the house and the property. At night thieves came and wanted to break into the house.,"[{' fear': -6.827632e-08, ' anger': -16.429886, ' sadness': -21.107834, ' guilt': -21.59922, ' joy': -21.927979}]", fear
sadness,I felt sadness when I had to get separated from the woman I loved who had to leave for her motherland.,"[{' sadness': 0.0, ' joy': -18.659071, ' shame': -19.65898, ' anger': -20.470444, ' fear': -20.735899}]", sadness
anger,"I wanted to go to a friend of mine who had a party; at the moment I wanted to leave, my father said I couldn't go because he needed me for some work in the afternoon.","[{' anger': -0.47503492, ' sadness': -1.3200972, ' shame': -2.4259245, ' guilt': -3.7944317, ' disgust': -9.163473}]", anger
sadness,When my flute-teacher was replaced by a new one.,"[{' sadness': -0.01635323, ' shame': -4.1702, ' anger': -7.5714216, ' fear': -8.518428, ' disgust': -10.279094}]", sadness
